pathway_id,from_stop_id,to_stop_id,facility_id,pathway_mode,pathway_type,traversal_time,wheelchair_traversal_time,ramp_slope,stair_count,pathway_name,pathway_code,signposted_as,instructions
symcl-011,door-symcl-hunte,70241,,0,1,89,-1,,,"Symphony - Massachusetts Ave, Huntington Ave (East) to Green Line (Heath Street)",,Heath Street,
coecl-000,70155,door-coecl-church,,0,1,91,87,,,"Green Line (Kenmore & West/Heath Street) to Copley - Dartmouth St, Old South Church",,"Copley - Dartmouth St, Old South Church",
coecl-001,70155,door-coecl-east,,0,1,46,-1,,,Green Line (Kenmore & West/Heath Street) to Copley - Dartmouth St (East),,Copley - Dartmouth St (East),
coecl-002,70154,door-coecl-bpl,,0,1,46,72,,,Green Line (Park Street & North) to Copley - Boylston St,,Copley - Boylston St,
coecl-003,door-coecl-church,70155,,0,1,56,87,,,"Copley - Dartmouth St, Old South Church to Green Line (Kenmore & West/Heath Street)",,"Boston College, Cleveland Circle, Riverside & Heath Street",
coecl-004,door-coecl-east,70155,,0,1,42,-1,,,Copley - Dartmouth St (East) to Green Line (Kenmore & West/Heath Street),,"Boston College, Cleveland Circle, Riverside & Heath Street",
coecl-005,door-coecl-bpl,70154,,0,1,41,72,,,Copley - Boylston St to Green Line (Park Street & North),,Park St & Government Center,
armnl-000,70156,door-armnl-arltw,,0,1,89,-1,,,Green Line (Park Street & North) to Arlington - Arlington St (West),,Arlington - Arlington St (West),
armnl-001,70156,door-armnl-arlte,,0,1,89,-1,,,Green Line (Park Street & North) to Arlington - Arlington St (East),,Arlington - Arlington St (East),
armnl-002,70156,door-armnl-garden,,0,1,129,-1,,,Green Line (Park Street & North) to Arlington - Public Garden ,,Arlington - Public Garden ,
armnl-003,70156,door-armnl-elevator,,0,1,82,152,,,"Green Line (Park Street & North) to Arlington - Elevator, Boylston St",,"Arlington - Elevator, Boylston St",
armnl-004,70157,door-armnl-arltw,,0,1,78,-1,,,Green Line (Copley & West) to Arlington - Arlington St (West),,Arlington - Arlington St (West),
armnl-005,70157,door-armnl-arlte,,0,1,78,-1,,,Green Line (Copley & West) to Arlington - Arlington St (East),,Arlington - Arlington St (East),
armnl-006,70157,door-armnl-garden,,0,1,118,-1,,,Green Line (Copley & West) to Arlington - Public Garden ,,Arlington - Public Garden ,
armnl-007,70157,door-armnl-elevator,,0,1,74,152,,,"Green Line (Copley & West) to Arlington - Elevator, Boylston St",,"Arlington - Elevator, Boylston St",
armnl-008,door-armnl-arltw,70156,,0,1,71,-1,,,Arlington - Arlington St (West) to Green Line (Park Street & North),,Lechmere via Park,
armnl-009,door-armnl-arlte,70156,,0,1,71,-1,,,Arlington - Arlington St (East) to Green Line (Park Street & North),,Lechmere via Park,
armnl-010,door-armnl-garden,70156,,0,1,111,-1,,,Arlington - Public Garden  to Green Line (Park Street & North),,Lechmere via Park,
armnl-011,door-armnl-elevator,70156,,0,1,64,152,,,"Arlington - Elevator, Boylston St to Green Line (Park Street & North)",,Lechmere via Park,
armnl-012,door-armnl-arltw,70157,,0,1,60,-1,,,Arlington - Arlington St (West) to Green Line (Copley & West),,"Boston College, Cleveland Circle, Riverside & Heath St. via Copley",
armnl-013,door-armnl-arlte,70157,,0,1,60,-1,,,Arlington - Arlington St (East) to Green Line (Copley & West),,"Boston College, Cleveland Circle, Riverside & Heath St. via Copley",
armnl-014,door-armnl-garden,70157,,0,1,60,-1,,,Arlington - Public Garden  to Green Line (Copley & West),,"Boston College, Cleveland Circle, Riverside & Heath St. via Copley",
armnl-015,door-armnl-elevator,70157,,0,1,56,152,,,"Arlington - Elevator, Boylston St to Green Line (Copley & West)",,"Boston College, Cleveland Circle, Riverside & Heath St. via Copley",
armnl-016,70157,145,,0,3,89,261,,,Green Line (Copley & West) to St James Ave bus stop (City Point),,St James Ave bus stop (City Point),
armnl-017,145,70157,,0,3,82,256,,,St James Ave bus stop (City Point) to Green Line (Copley & West),,"Boston College, Cleveland Circle, Riverside & Heath St. via Copley",
armnl-018,70156,145,,0,3,89,257,,,Green Line (Park Street & North) to St James Ave bus stop (City Point),,St James Ave bus stop (City Point),
armnl-019,145,70156,,0,3,80,254,,,St James Ave bus stop (City Point) to Green Line (Park Street & North),,Lechmere via Park,
armnl-020,70157,70156,,0,2,73,167,,,Green Line (Copley & West) to Green Line (Park Street & North),,Lechmere via Park,
armnl-021,70156,70157,,0,2,75,165,,,Green Line (Park Street & North) to Green Line (Copley & West),,"Boston College, Cleveland Circle, Riverside & Heath St. via Copley",
kencl-000,70150,door-kencl-beacon,,0,1,99,-1,,,"Green Line (Park Street & North) to Kenmore - Boston University, Beacon St",,"Kenmore - Boston University, Beacon St",
kencl-001,70150,door-kencl-commonwealth,,0,1,105,161,,,"Green Line (Park Street & North) to Kenmore - Fenway Park, Commonwealth Ave",,"Kenmore - Fenway Park, Commonwealth Ave",
kencl-002,70150,door-kencl-busway,,0,1,52,159,,,"Green Line (Park Street & North) to Kenmore - Busway, Commonwealth Ave",,"Kenmore - Busway, Commonwealth Ave",
kencl-003,70150,899,,0,2,56,163,,,Green Line (Park Street & North) to Busway,,Busway,
kencl-004,70151,door-kencl-beacon,,0,1,91,-1,,,"Green Line (Boston College/Cleveland Circle/Riverside) to Kenmore - Boston University, Beacon St",,"Kenmore - Boston University, Beacon St",
kencl-005,70151,door-kencl-commonwealth,,0,1,96,153,,,"Green Line (Boston College/Cleveland Circle/Riverside) to Kenmore - Fenway Park, Commonwealth Ave",,"Kenmore - Fenway Park, Commonwealth Ave",
kencl-006,70151,door-kencl-busway,,0,1,48,121,,,"Green Line (Boston College/Cleveland Circle/Riverside) to Kenmore - Busway, Commonwealth Ave",,"Kenmore - Busway, Commonwealth Ave",
kencl-007,70151,899,,0,2,51,121,,,Green Line (Boston College/Cleveland Circle/Riverside) to Busway,,Busway,
kencl-008,door-kencl-beacon,70150,,0,1,85,-1,,,"Kenmore - Boston University, Beacon St to Green Line (Park Street & North)",,Park St/Government Center,
kencl-009,door-kencl-commonwealth,70150,,0,1,89,162,,,"Kenmore - Fenway Park, Commonwealth Ave to Green Line (Park Street & North)",,Park St/Government Center,
kencl-010,door-kencl-busway,70150,,0,1,77,159,,,"Kenmore - Busway, Commonwealth Ave to Green Line (Park Street & North)",,Park St/Government Center,
kencl-011,899,70150,,0,2,87,169,,,Busway to Green Line (Park Street & North),,Park St/Government Center,
kencl-012,door-kencl-beacon,70151,,0,1,76,-1,,,"Kenmore - Boston University, Beacon St to Green Line (Boston College/Cleveland Circle/Riverside)",,BC/Cleveland Circle/Riverside,
kencl-013,door-kencl-commonwealth,70151,,0,1,80,154,,,"Kenmore - Fenway Park, Commonwealth Ave to Green Line (Boston College/Cleveland Circle/Riverside)",,BC/Cleveland Circle/Riverside,
kencl-014,door-kencl-busway,70151,,0,1,73,121,,,"Kenmore - Busway, Commonwealth Ave to Green Line (Boston College/Cleveland Circle/Riverside)",,BC/Cleveland Circle/Riverside,
kencl-015,899,70151,,0,2,83,131,,,Busway to Green Line (Boston College/Cleveland Circle/Riverside),,BC/Cleveland Circle/Riverside,
crtst-000,74616,door-crtst-north,,0,1,121,235,,,"Silver Line (South Station) to Courthouse - Fan Pier Blvd, Seaport Blvd",,"Courthouse - Fan Pier Blvd, Seaport Blvd",
crtst-001,74616,door-crtst-south,,0,1,38,188,,,"Silver Line (South Station) to Courthouse - Thomson Pl, Seaport Blvd",,"Courthouse - Thomson Pl, Seaport Blvd",
crtst-002,74612,door-crtst-north,,0,1,121,235,,,"Silver Line (Airport/Design Center/Chelsea) to Courthouse - Fan Pier Blvd, Seaport Blvd",,"Courthouse - Fan Pier Blvd, Seaport Blvd",
crtst-003,74612,door-crtst-south,,0,1,51,195,,,"Silver Line (Airport/Design Center/Chelsea) to Courthouse - Thomson Pl, Seaport Blvd",,"Courthouse - Thomson Pl, Seaport Blvd",
crtst-004,door-crtst-north,74616,,0,1,108,235,,,"Courthouse - Fan Pier Blvd, Seaport Blvd to Silver Line (South Station)",,South Station,
crtst-005,door-crtst-south,74616,,0,1,87,188,,,"Courthouse - Thomson Pl, Seaport Blvd to Silver Line (South Station)",,South Station,
crtst-006,door-crtst-north,74612,,0,1,108,235,,,"Courthouse - Fan Pier Blvd, Seaport Blvd to Silver Line (Airport/Design Center/Chelsea)",,Airport,
crtst-007,door-crtst-south,74612,,0,1,100,195,,,"Courthouse - Thomson Pl, Seaport Blvd to Silver Line (Airport/Design Center/Chelsea)",,Airport,
wtcst-000,74613,door-wtcst-wtc,,0,1,121,210,,,Silver Line (Airport/Design Center/Chelsea) to World Trade Center - World Trade Center Ave,,World Trade Center - World Trade Center Ave,
wtcst-001,74613,door-wtcst-congress,,0,1,118,150,,,Silver Line (Airport/Design Center/Chelsea) to World Trade Center - Congress St,,World Trade Center - Congress St,
wtcst-002,74615,door-wtcst-wtc,,0,1,150,250,,,Silver Line (South Station) to World Trade Center - World Trade Center Ave,,World Trade Center - World Trade Center Ave,
wtcst-003,74615,door-wtcst-congress,,0,1,135,172,,,Silver Line (South Station) to World Trade Center - Congress St,,World Trade Center - Congress St,
wtcst-004,door-wtcst-wtc,74613,,0,1,112,210,,,World Trade Center - World Trade Center Ave to Silver Line (Airport/Design Center/Chelsea),,Airport,
wtcst-005,door-wtcst-congress,74613,,0,1,86,150,,,World Trade Center - Congress St to Silver Line (Airport/Design Center/Chelsea),,Airport,
wtcst-006,door-wtcst-wtc,74615,,0,1,141,250,,,World Trade Center - World Trade Center Ave to Silver Line (South Station),,South Station,
wtcst-007,door-wtcst-congress,74615,,0,1,103,172,,,World Trade Center - Congress St to Silver Line (South Station),,South Station,
rbmnl-000,70057,door-rbmnl-ocean,,0,1,61,-1,,,Blue Line (Bowdoin) to Revere Beach - 300 Ocean Ave,,Revere Beach - 300 Ocean Ave,
rbmnl-001,70057,door-rbmnl-main,,0,1,27,54,,,"Blue Line (Bowdoin) to Revere Beach - Ocean Ave, Shirley Ave",,"Revere Beach - Ocean Ave, Shirley Ave",
rbmnl-002,70057,door-rbmnl-shirley,,0,1,60,-1,,,Blue Line (Bowdoin) to Revere Beach - Shirley Ave,,Revere Beach - Shirley Ave,
rbmnl-003,70057,door-rbmnl-beach,,0,1,62,-1,,,Blue Line (Bowdoin) to Revere Beach - Beach St,,Revere Beach - Beach St,
rbmnl-004,70058,door-rbmnl-ocean,,0,1,45,-1,,,Blue Line (Wonderland) to Revere Beach - 300 Ocean Ave,,Revere Beach - 300 Ocean Ave,
rbmnl-005,70058,door-rbmnl-main,,0,1,30,57,,,"Blue Line (Wonderland) to Revere Beach - Ocean Ave, Shirley Ave",,"Revere Beach - Ocean Ave, Shirley Ave",
rbmnl-006,70058,door-rbmnl-shirley,,0,1,60,-1,,,Blue Line (Wonderland) to Revere Beach - Shirley Ave,,Revere Beach - Shirley Ave,
rbmnl-007,70058,door-rbmnl-beach,,0,1,62,-1,,,Blue Line (Wonderland) to Revere Beach - Beach St,,Revere Beach - Beach St,
rbmnl-008,door-rbmnl-ocean,70057,,0,1,58,-1,,,Revere Beach - 300 Ocean Ave to Blue Line (Bowdoin),,Boston,
rbmnl-009,door-rbmnl-main,70057,,0,1,24,54,,,"Revere Beach - Ocean Ave, Shirley Ave to Blue Line (Bowdoin)",,Boston,
rbmnl-010,door-rbmnl-ocean,70058,,0,1,41,-1,,,Revere Beach - 300 Ocean Ave to Blue Line (Wonderland),,Wonderland,
rbmnl-011,door-rbmnl-main,70058,,0,1,27,57,,,"Revere Beach - Ocean Ave, Shirley Ave to Blue Line (Wonderland)",,Wonderland,
matt-000,185,door-matt-square,,0,1,40,52,,,North Busway to Mattapan - Mattapan Square,,Mattapan - Mattapan Square,
matt-001,185,door-matt-neponset,,0,1,39,50,,,"North Busway to Mattapan - Neponset Trail, Parking",,"Mattapan - Neponset Trail, Parking",
matt-002,185,18511,,0,2,26,34,,,North Busway to South Busway,,South Busway,
matt-003,18511,door-matt-square,,0,1,62,80,,,South Busway to Mattapan - Mattapan Square,,Mattapan - Mattapan Square,
matt-004,18511,door-matt-neponset,,0,1,63,82,,,"South Busway to Mattapan - Neponset Trail, Parking",,"Mattapan - Neponset Trail, Parking",
matt-005,18511,185,,0,2,26,34,,,South Busway to North Busway,,North Busway,
matt-006,70276,door-matt-square,,0,1,58,75,,,Mattapan Trolley (Ashmont) to Mattapan - Mattapan Square,,Mattapan - Mattapan Square,
matt-007,70276,door-matt-neponset,,0,1,59,77,,,"Mattapan Trolley (Ashmont) to Mattapan - Neponset Trail, Parking",,"Mattapan - Neponset Trail, Parking",
matt-008,70276,185,,0,2,23,30,,,Mattapan Trolley (Ashmont) to North Busway,,North Busway,
matt-009,70276,18511,,0,2,19,25,,,Mattapan Trolley (Ashmont) to South Busway,,South Busway,
matt-010,70275,door-matt-square,,0,1,64,82,,,Mattapan Trolley to Mattapan - Mattapan Square,,Mattapan - Mattapan Square,
matt-011,70275,door-matt-neponset,,0,1,15,19,,,"Mattapan Trolley to Mattapan - Neponset Trail, Parking",,"Mattapan - Neponset Trail, Parking",
matt-012,70275,185,,0,2,25,32,,,Mattapan Trolley to North Busway,,North Busway,
matt-013,70275,18511,,0,2,47,61,,,Mattapan Trolley to South Busway,,South Busway,
matt-014,door-matt-square,185,,0,1,40,52,,,Mattapan - Mattapan Square to North Busway,,North Busway,
matt-015,door-matt-neponset,185,,0,1,39,50,,,"Mattapan - Neponset Trail, Parking to North Busway",,North Busway,
matt-017,door-matt-square,18511,,0,1,62,80,,,Mattapan - Mattapan Square to South Busway,,South Busway,
matt-018,door-matt-neponset,18511,,0,1,63,82,,,"Mattapan - Neponset Trail, Parking to South Busway",,South Busway,
matt-020,door-matt-square,70276,,0,1,58,75,,,Mattapan - Mattapan Square to Mattapan Trolley (Ashmont),,Ashmont,
matt-021,door-matt-neponset,70276,,0,1,59,77,,,"Mattapan - Neponset Trail, Parking to Mattapan Trolley (Ashmont)",,Ashmont,
matt-022,185,70276,,0,2,33,40,,,North Busway to Mattapan Trolley (Ashmont),,Ashmont,
matt-023,18511,70276,,0,2,29,35,,,South Busway to Mattapan Trolley (Ashmont),,Ashmont,
matt-024,door-matt-southbus,18511,,0,1,13,17,,,Mattapan - Lower Busway to South Busway,,South Busway,
matt-025,door-matt-southbus,185,,0,1,20,25,,,Mattapan - Lower Busway to North Busway,,North Busway,
matt-026,door-matt-southbus,70276,,0,1,21,28,,,Mattapan - Lower Busway to Mattapan Trolley (Ashmont),,Ashmont,
matt-027,door-matt-northbus,18511,,0,1,55,71,,,Mattapan - Upper Busway to South Busway,,South Busway,
matt-028,door-matt-northbus,185,,0,1,34,44,,,Mattapan - Upper Busway to North Busway,,North Busway,
matt-029,door-matt-northbus,70276,,0,1,53,69,,,Mattapan - Upper Busway to Mattapan Trolley (Ashmont),,Ashmont,
matt-030,18511,door-matt-southbus,,0,1,13,17,,,South Busway to Mattapan - Lower Busway,,Mattapan - Lower Busway,
matt-031,185,door-matt-southbus,,0,1,20,25,,,North Busway to Mattapan - Lower Busway,,Mattapan - Lower Busway,
matt-032,70276,door-matt-southbus,,0,1,21,28,,,Mattapan Trolley (Ashmont) to Mattapan - Lower Busway,,Mattapan - Lower Busway,
matt-033,70275,door-matt-southbus,,0,1,34,44,,,Mattapan Trolley to Mattapan - Lower Busway,,Mattapan - Lower Busway,
matt-034,18511,door-matt-northbus,,0,1,55,71,,,South Busway to Mattapan - Upper Busway,,Mattapan - Upper Busway,
matt-035,185,door-matt-northbus,,0,1,34,44,,,North Busway to Mattapan - Upper Busway,,Mattapan - Upper Busway,
matt-036,70276,door-matt-northbus,,0,1,53,69,,,Mattapan Trolley (Ashmont) to Mattapan - Upper Busway,,Mattapan - Upper Busway,
matt-037,70275,door-matt-northbus,,0,1,13,16,,,Mattapan Trolley to Mattapan - Upper Busway,,Mattapan - Upper Busway,
miltt-000,70268,door-miltt-trail,,0,1,34,45,,,Mattapan Trolley (Ashmont) to Milton - Neponset Trail,,Milton - Neponset Trail,
miltt-001,70268,door-miltt-adams,,0,1,43,-1,,,Mattapan Trolley (Ashmont) to Milton - Adams St,,Milton - Adams St,
miltt-002,70268,door-miltt-wharf,,0,1,3,17,,,"Mattapan Trolley (Ashmont) to Milton - Parking, Wharf St",,"Milton - Parking, Wharf St",
miltt-003,70267,door-miltt-trail,,0,1,16,21,,,Mattapan Trolley (Mattapan) to Milton - Neponset Trail,,Milton - Neponset Trail,
miltt-004,70267,door-miltt-adams,,0,1,61,-1,,,Mattapan Trolley (Mattapan) to Milton - Adams St,,Milton - Adams St,
miltt-005,70267,door-miltt-wharf,,0,1,16,34,,,"Mattapan Trolley (Mattapan) to Milton - Parking, Wharf St",,"Milton - Parking, Wharf St",
miltt-006,door-miltt-trail,70268,,0,1,34,45,,,Milton - Neponset Trail to Mattapan Trolley (Ashmont),,Ashmont,
miltt-007,door-miltt-adams,70268,,0,1,39,-1,,,Milton - Adams St to Mattapan Trolley (Ashmont),,Ashmont,
miltt-008,door-miltt-wharf,70268,,0,1,3,17,,,"Milton - Parking, Wharf St to Mattapan Trolley (Ashmont)",,Ashmont,
miltt-009,door-miltt-trail,70267,,0,1,16,21,,,Milton - Neponset Trail to Mattapan Trolley (Mattapan),,Mattapan,
miltt-010,door-miltt-adams,70267,,0,1,57,-1,,,Milton - Adams St to Mattapan Trolley (Mattapan),,Mattapan,
miltt-011,door-miltt-wharf,70267,,0,1,16,34,,,"Milton - Parking, Wharf St to Mattapan Trolley (Mattapan)",,Mattapan,
capst-000,70274,door-capst-ashmont,,0,1,21,27,,,Mattapan Trolley (Ashmont) to Capen Street - Capen St (East),,Capen Street - Capen St (East),
capst-001,70273,door-capst-mattapan,,0,1,16,21,,,Mattapan Trolley (Mattapan) to Capen Street - Capen St (West),,Capen Street - Capen St (West),
capst-002,door-capst-ashmont,70274,,0,1,21,27,,,Capen Street - Capen St (East) to Mattapan Trolley (Ashmont),,Ashmont,
capst-003,door-capst-mattapan,70273,,0,1,16,21,,,Capen Street - Capen St (West) to Mattapan Trolley (Mattapan),,Mattapan,
butlr-000,70266,door-butlr-branchfield,,0,1,12,15,,,"Mattapan Trolley (Ashmont) to Butler - Branchfield St, Butler St",,"Butler - Branchfield St, Butler St",
butlr-001,70266,door-butlr-bearse,,0,1,45,50,,,"Mattapan Trolley (Ashmont) to Butler - Bearse Ave, Butler St",,"Butler - Bearse Ave, Butler St",
butlr-002,70265,door-butlr-branchfield,,0,1,9,12,,,"Mattapan Trolley (Mattapan) to Butler - Branchfield St, Butler St",,"Butler - Branchfield St, Butler St",
butlr-003,70265,door-butlr-bearse,,0,1,47,52,,,"Mattapan Trolley (Mattapan) to Butler - Bearse Ave, Butler St",,"Butler - Bearse Ave, Butler St",
butlr-004,door-butlr-branchfield,70266,,0,1,12,15,,,"Butler - Branchfield St, Butler St to Mattapan Trolley (Ashmont)",,Ashmont,
butlr-005,door-butlr-bearse,70266,,0,1,44,48,,,"Butler - Bearse Ave, Butler St to Mattapan Trolley (Ashmont)",,Ashmont,
butlr-006,door-butlr-branchfield,70265,,0,1,9,12,,,"Butler - Branchfield St, Butler St to Mattapan Trolley (Mattapan)",,Mattapan,
butlr-007,door-butlr-bearse,70265,,0,1,45,50,,,"Butler - Bearse Ave, Butler St to Mattapan Trolley (Mattapan)",,Mattapan,
cedgr-000,70264,door-cedgr-hillsdale,,0,1,76,99,,,Mattapan Trolley (Ashmont) to Cedar Grove - Hillsdale St,,Cedar Grove - Hillsdale St,
cedgr-001,70264,door-cedgr-fellsway,,0,1,9,11,,,Mattapan Trolley (Ashmont) to Cedar Grove - Fellsway St,,Cedar Grove - Fellsway St,
cedgr-002,70263,door-cedgr-hillsdale,,0,1,65,85,,,Mattapan Trolley (Mattapan) to Cedar Grove - Hillsdale St,,Cedar Grove - Hillsdale St,
cedgr-003,70263,door-cedgr-fellsway,,0,1,21,27,,,Mattapan Trolley (Mattapan) to Cedar Grove - Fellsway St,,Cedar Grove - Fellsway St,
cedgr-004,door-cedgr-hillsdale,70264,,0,1,76,99,,,Cedar Grove - Hillsdale St to Mattapan Trolley (Ashmont),,Ashmont,
cedgr-005,door-cedgr-fellsway,70264,,0,1,9,11,,,Cedar Grove - Fellsway St to Mattapan Trolley (Ashmont),,Ashmont,
cedgr-006,door-cedgr-hillsdale,70263,,0,1,65,85,,,Cedar Grove - Hillsdale St to Mattapan Trolley (Mattapan),,Mattapan,
cedgr-007,door-cedgr-fellsway,70263,,0,1,21,27,,,Cedar Grove - Fellsway St to Mattapan Trolley (Mattapan),,Mattapan,
cenav-000,70270,door-cenav-ashmont,,0,1,16,21,,,Mattapan Trolley (Ashmont) to Central Avenue - Central Ave (South),,Central Avenue - Central Ave (South),
cenav-001,70269,door-cenav-mattapan,,0,1,16,21,,,"Mattapan Trolley (Mattapan) to Central Avenue - Central Ave (North), Neponset Trail",,"Central Avenue - Central Ave (North), Neponset Trail",
cenav-002,door-cenav-ashmont,70270,,0,1,16,21,,,Central Avenue - Central Ave (South) to Mattapan Trolley (Ashmont),,Ashmont,
cenav-003,door-cenav-mattapan,70269,,0,1,16,21,,,"Central Avenue - Central Ave (North), Neponset Trail to Mattapan Trolley (Mattapan)",,Mattapan,
valrd-000,70272,door-valrd-eliot,,0,1,55,-1,,,Mattapan Trolley (Ashmont) to Valley Road - Eliot St,,Valley Road - Eliot St,
valrd-001,70271,door-valrd-eliot,,0,1,59,-1,,,Mattapan Trolley (Mattapan) to Valley Road - Eliot St,,Valley Road - Eliot St,
valrd-002,door-valrd-eliot,70272,,0,1,51,-1,,,Valley Road - Eliot St to Mattapan Trolley (Ashmont),,Ashmont,
valrd-003,door-valrd-eliot,70271,,0,1,55,-1,,,Valley Road - Eliot St to Mattapan Trolley (Mattapan),,Mattapan,
newto-000,70171,door-newto-braeland,,0,1,73,-1,,,"Green Line (Riverside) to Newton Centre - Braeland Ave, Langley Rd",,"Newton Centre - Braeland Ave, Langley Rd",
newto-001,70171,door-newto-unions,,0,1,20,-1,,,Green Line (Riverside) to Newton Centre - Union St (Stairs),,Newton Centre - Union St (Stairs),
newto-002,70171,door-newto-langley,,0,1,71,91,,,Green Line (Riverside) to Newton Centre - Langley Rd,,Newton Centre - Langley Rd,
newto-003,70171,door-newto-unionr,,0,1,116,150,,,Green Line (Riverside) to Newton Centre - Union St (Ramp),,Newton Centre - Union St (Ramp),
newto-004,70171,door-newto-herrick,,0,1,68,-1,,,"Green Line (Riverside) to Newton Centre - Union St, Herrick Rd",,"Newton Centre - Union St, Herrick Rd",
newto-005,70170,door-newto-braeland,,0,1,17,-1,,,"Green Line (Park Street & North) to Newton Centre - Braeland Ave, Langley Rd",,"Newton Centre - Braeland Ave, Langley Rd",
newto-006,70170,door-newto-unions,,0,1,61,-1,,,Green Line (Park Street & North) to Newton Centre - Union St (Stairs),,Newton Centre - Union St (Stairs),
newto-007,70170,door-newto-langley,,0,1,112,145,,,Green Line (Park Street & North) to Newton Centre - Langley Rd,,Newton Centre - Langley Rd,
newto-008,70170,door-newto-unionr,,0,1,121,156,,,Green Line (Park Street & North) to Newton Centre - Union St (Ramp),,Newton Centre - Union St (Ramp),
newto-009,70170,door-newto-herrick,,0,1,80,-1,,,"Green Line (Park Street & North) to Newton Centre - Union St, Herrick Rd",,"Newton Centre - Union St, Herrick Rd",
newto-010,door-newto-braeland,70171,,0,1,71,-1,,,"Newton Centre - Braeland Ave, Langley Rd to Green Line (Riverside)",,Riverside,
newto-011,door-newto-unions,70171,,0,1,18,-1,,,Newton Centre - Union St (Stairs) to Green Line (Riverside),,Riverside,
newto-012,door-newto-langley,70171,,0,1,114,147,,,Newton Centre - Langley Rd to Green Line (Riverside),,Riverside,
newto-013,door-newto-unionr,70171,,0,1,121,157,,,Newton Centre - Union St (Ramp) to Green Line (Riverside),,Riverside,
newto-014,door-newto-herrick,70171,,0,1,67,-1,,,"Newton Centre - Union St, Herrick Rd to Green Line (Riverside)",,Riverside,
newto-015,door-newto-braeland,70170,,0,1,15,-1,,,"Newton Centre - Braeland Ave, Langley Rd to Green Line (Park Street & North)",,Park St & North,
newto-016,door-newto-unions,70170,,0,1,60,-1,,,Newton Centre - Union St (Stairs) to Green Line (Park Street & North),,Park St & North,
newto-017,door-newto-langley,70170,,0,1,118,153,,,Newton Centre - Langley Rd to Green Line (Park Street & North),,Park St & North,
newto-018,door-newto-unionr,70170,,0,1,129,167,,,Newton Centre - Union St (Ramp) to Green Line (Park Street & North),,Park St & North,
newto-019,door-newto-herrick,70170,,0,1,79,-1,,,"Newton Centre - Union St, Herrick Rd to Green Line (Park Street & North)",,Park St & North,
newtn-000,70168,door-newtn-lake,,0,1,32,42,,,Green Line (Park Street & North) to Newton Highlands - Lake Ave,,Newton Highlands - Lake Ave,
newtn-001,70168,door-newtn-station,,0,1,80,103,,,Green Line (Park Street & North) to Newton Highlands - Station Ave,,Newton Highlands - Station Ave,
newtn-002,70168,door-newtn-walnut,,0,1,89,115,,,Green Line (Park Street & North) to Newton Highlands - Walnut St,,Newton Highlands - Walnut St,
newtn-003,70168,door-newtn-hyde,,0,1,105,-1,,,Green Line (Park Street & North) to Newton Highlands - Hyde St,,Newton Highlands - Hyde St,
newtn-004,70169,door-newtn-lake,,0,1,22,29,,,Green Line (Riverside) to Newton Highlands - Lake Ave,,Newton Highlands - Lake Ave,
newtn-005,70169,door-newtn-station,,0,1,71,92,,,Green Line (Riverside) to Newton Highlands - Station Ave,,Newton Highlands - Station Ave,
newtn-006,70169,door-newtn-walnut,,0,1,82,106,,,Green Line (Riverside) to Newton Highlands - Walnut St,,Newton Highlands - Walnut St,
newtn-007,70169,door-newtn-hyde,,0,1,101,-1,,,Green Line (Riverside) to Newton Highlands - Hyde St,,Newton Highlands - Hyde St,
newtn-008,door-newtn-lake,70168,,0,1,32,42,,,Newton Highlands - Lake Ave to Green Line (Park Street & North),,Green Line - Park St,
newtn-009,door-newtn-station,70168,,0,1,80,103,,,Newton Highlands - Station Ave to Green Line (Park Street & North),,Green Line - Park St,
newtn-010,door-newtn-walnut,70168,,0,1,89,115,,,Newton Highlands - Walnut St to Green Line (Park Street & North),,Green Line - Park St,
newtn-011,door-newtn-hyde,70168,,0,1,105,-1,,,Newton Highlands - Hyde St to Green Line (Park Street & North),,Green Line - Park St,
newtn-012,door-newtn-lake,70169,,0,1,22,29,,,Newton Highlands - Lake Ave to Green Line (Riverside),,Riverside,
newtn-013,door-newtn-station,70169,,0,1,71,92,,,Newton Highlands - Station Ave to Green Line (Riverside),,Riverside,
newtn-014,door-newtn-walnut,70169,,0,1,82,106,,,Newton Highlands - Walnut St to Green Line (Riverside),,Riverside,
newtn-015,door-newtn-hyde,70169,,0,1,101,-1,,,Newton Highlands - Hyde St to Green Line (Riverside),,Riverside,
chhil-000,door-chhil-bc,70172,,0,1,85,-1,,,"Chestnut Hill - Shopping Center, Boston College to Green Line (Park Street & North)",,Green Line - Park Street & North,
chhil-001,door-chhil-parkw,70172,,0,1,42,-1,,,Chestnut Hill - Parking Lot Access (West) to Green Line (Park Street & North),,Green Line - Park Street & North,
chhil-002,door-chhil-parke,70172,,0,1,12,15,,,Chestnut Hill - Parking Lot Access (East) to Green Line (Park Street & North),,Green Line - Park Street & North,
chhil-003,door-chhil-museum,70172,,0,1,7,10,,,"Chestnut Hill - Brimmer and May, Longyear Museum to Green Line (Park Street & North)",,Green Line - Park Street & North,
chhil-004,door-chhil-bc,70173,,0,1,50,-1,,,"Chestnut Hill - Shopping Center, Boston College to Green Line (Riverside)",,Green Line - (D) Riverside,
chhil-005,door-chhil-parkw,70173,,0,1,7,-1,,,Chestnut Hill - Parking Lot Access (West) to Green Line (Riverside),,Green Line - (D) Riverside,
chhil-006,door-chhil-parke,70173,,0,1,34,44,,,Chestnut Hill - Parking Lot Access (East) to Green Line (Riverside),,Green Line - (D) Riverside,
